interact_type	virus_unid	human_unid	VirusName	FamilyName
physical association	P36817	Q9BTE7	Human papillomavirus	Papillomaviridae
physical association	P17385	Q5J8M3	Human papillomavirus	Papillomaviridae
physical association	P24835	Q96BQ5	Human papillomavirus	Papillomaviridae
physical association	P17388	P55795	Human papillomavirus	Papillomaviridae
physical association	P17384	Q8TDB6	Human papillomavirus	Papillomaviridae
physical association	P24835	P48645	Human papillomavirus	Papillomaviridae
physical association	P24835	Q6RW13	Human papillomavirus	Papillomaviridae
physical association	P06428	Q92851	Human papillomavirus	Papillomaviridae
physical association	P36827	P52799	Human papillomavirus	Papillomaviridae
physical association	P17382	Q09019	Human papillomavirus	Papillomaviridae
physical association	P17388	Q9BZ72	Human papillomavirus	Papillomaviridae
physical association	P06930	P22392	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	Q9H3P7	Human papillomavirus	Papillomaviridae
physical association	P03129	P31943	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	P31689	Human papillomavirus	Papillomaviridae
physical association	P06428	Q12874	Human papillomavirus	Papillomaviridae
physical association	P03129	P35250	Human papillomavirus	Papillomaviridae
physical association	P06465	Q99613	Human papillomavirus	Papillomaviridae
physical association	P17387	P17028	Human papillomavirus	Papillomaviridae
physical association	P24835	Q9Y3A4	Human papillomavirus	Papillomaviridae
physical association	P03129	P17858	Human papillomavirus	Papillomaviridae
physical association	P17387	P52732	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	Q92629	Human papillomavirus	Papillomaviridae
physical association	P06463	Q8N6T7	Human papillomavirus	Papillomaviridae
physical association	P06428	Q9ULJ6	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	Q9Y6N5	Human papillomavirus	Papillomaviridae
physical association	P03129	Q92841	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	Q8N2K0	Human papillomavirus	Papillomaviridae
physical association	P36817	Q969X5	Human papillomavirus	Papillomaviridae
physical association	P06788	P29353	Human papillomavirus	Papillomaviridae
physical association	P17387	Q96SI1	Human papillomavirus	Papillomaviridae
physical association	P06930	Q7L523	Human papillomavirus	Papillomaviridae
physical association	P17388	P14866	Human papillomavirus	Papillomaviridae
physical association	P06788	Q5T160	Human papillomavirus	Papillomaviridae
physical association	P06428	Q8TE76	Human papillomavirus	Papillomaviridae
physical association	P06930	Q8TC12	Human papillomavirus	Papillomaviridae
physical association	P06428	P51572	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	P00403	Human papillomavirus	Papillomaviridae
physical association	P03129	Q13347	Human papillomavirus	Papillomaviridae
physical association	P06428	Q5T280	Human papillomavirus	Papillomaviridae
physical association	P36801	P46776	Human papillomavirus	Papillomaviridae
physical association	P36799	P61160	Human papillomavirus	Papillomaviridae
physical association	P17388	O00567	Human papillomavirus	Papillomaviridae
physical association	P17387	Q9BTE3	Human papillomavirus	Papillomaviridae
physical association	P24835	P02533	Human papillomavirus	Papillomaviridae
physical association	P17389	Q14739	Human papillomavirus	Papillomaviridae
physical association	P17389	P22087	Human papillomavirus	Papillomaviridae
physical association	P17388	P46781	Human papillomavirus	Papillomaviridae
physical association	P06429	P27449	Human papillomavirus	Papillomaviridae
physical association	P17387	P20585	Human papillomavirus	Papillomaviridae
physical association	P06427	Q9Y679	Human papillomavirus	Papillomaviridae
physical association	P17387	Q8TDB6	Human papillomavirus	Papillomaviridae
physical association	P03129	O75533	Human papillomavirus	Papillomaviridae
physical association	P03129	Q9ULX6	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	Q9NVH1	Human papillomavirus	Papillomaviridae
physical association	P03129	Q96EP0	Human papillomavirus	Papillomaviridae
physical association	P06788	P98194	Human papillomavirus	Papillomaviridae
physical association	P06430	Q92520	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	Q12797	Human papillomavirus	Papillomaviridae
physical association	P03129	Q13114	Human papillomavirus	Papillomaviridae
physical association	P06788	O15269	Human papillomavirus	Papillomaviridae
physical association	P17385	Q7L5D6	Human papillomavirus	Papillomaviridae
physical association	P06463	Q659C4	Human papillomavirus	Papillomaviridae
physical association	P17387	P25789	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	Q8IY17	Human papillomavirus	Papillomaviridae
physical association	P06429	Q969W3	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	O95864	Human papillomavirus	Papillomaviridae
physical association	P06428	P09382	Human papillomavirus	Papillomaviridae
physical association	P06788	Q16563	Human papillomavirus	Papillomaviridae
physical association	P36801	Q53H82	Human papillomavirus	Papillomaviridae
physical association	P06463	O75955	Human papillomavirus	Papillomaviridae
physical association	P17388	Q14839	Human papillomavirus	Papillomaviridae
physical association	P06427	Q9BUP3	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	P50402	Human papillomavirus	Papillomaviridae
physical association	P06788	Q14376	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	Q9NQX7	Human papillomavirus	Papillomaviridae
physical association	P06788	P0DN79	Human papillomavirus	Papillomaviridae
physical association	P24835	P29400	Human papillomavirus	Papillomaviridae
physical association	P36817	Q8N4Y2	Human papillomavirus	Papillomaviridae
physical association	P17386	Q04837	Human papillomavirus	Papillomaviridae
physical association	P36801	P62269	Human papillomavirus	Papillomaviridae
physical association	P06927	P00533	Human papillomavirus	Papillomaviridae
physical association	P06428	P62829	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	Q9P0V3	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	P42677	Human papillomavirus	Papillomaviridae
physical association	P36799	Q14511	Human papillomavirus	Papillomaviridae
physical association	P17388	Q96EY7	Human papillomavirus	Papillomaviridae
physical association	P06428	Q9HDC9	Human papillomavirus	Papillomaviridae
physical association	P17387	Q9HAU0	Human papillomavirus	Papillomaviridae
physical association	P17382	P46060	Human papillomavirus	Papillomaviridae
physical association	P17387	P11137	Human papillomavirus	Papillomaviridae
physical association	P17387	Q9BRP1	Human papillomavirus	Papillomaviridae
physical association	P06429	P18583	Human papillomavirus	Papillomaviridae
physical association	P36801	P62241	Human papillomavirus	Papillomaviridae
physical association	P17385	Q92890	Human papillomavirus	Papillomaviridae
physical association	P06788	P56385	Human papillomavirus	Papillomaviridae
physical association	P36817	P57772	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	Q9BQB6	Human papillomavirus	Papillomaviridae
physical association	P36801	Q8N2A0	Human papillomavirus	Papillomaviridae
physical association	P17389	P04792	Human papillomavirus	Papillomaviridae
physical association	P17382	Q8IZL8	Human papillomavirus	Papillomaviridae
physical association	P17388	P78371	Human papillomavirus	Papillomaviridae
physical association	P06930	Q69YH5	Human papillomavirus	Papillomaviridae
physical association	P03129	Q969G5	Human papillomavirus	Papillomaviridae
physical association	P17385	P30825	Human papillomavirus	Papillomaviridae
physical association	P36801	Q8N4Y2	Human papillomavirus	Papillomaviridae
physical association	P06930	P68371	Human papillomavirus	Papillomaviridae
physical association	P36827	P61247	Human papillomavirus	Papillomaviridae
physical association	P03129	Q8N594	Human papillomavirus	Papillomaviridae
physical association	P03129	P22392	Human papillomavirus	Papillomaviridae
physical association	P36801	P62277	Human papillomavirus	Papillomaviridae
physical association	P36827	O95251	Human papillomavirus	Papillomaviridae
physical association	P06428	Q96M63	Human papillomavirus	Papillomaviridae
physical association	P06788	Q9H4Y5	Human papillomavirus	Papillomaviridae
physical association	P03129	P17174	Human papillomavirus	Papillomaviridae
physical association	P06463	O15127	Human papillomavirus	Papillomaviridae
physical association	P17385	Q06323	Human papillomavirus	Papillomaviridae
physical association	P17385	P35232	Human papillomavirus	Papillomaviridae
physical association	P06463	Q9NZN5	Human papillomavirus	Papillomaviridae
physical association	P06927	P07333	Human papillomavirus	Papillomaviridae
physical association	P03129	Q7Z6J0	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	O15260	Human papillomavirus	Papillomaviridae
physical association	P06930	P31431	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	Q99623	Human papillomavirus	Papillomaviridae
physical association	P17385	Q9BV68	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	P02794	Human papillomavirus	Papillomaviridae
physical association	P36801	Q2TBC4	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	Q9BWM7	Human papillomavirus	Papillomaviridae
physical association	P17389	Q9UL15	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	Q9HCU5	Human papillomavirus	Papillomaviridae
physical association	P17382	P22492	Human papillomavirus	Papillomaviridae
physical association	P06930	P49755	Human papillomavirus	Papillomaviridae
physical association	P17385	P55072	Human papillomavirus	Papillomaviridae
physical association	P06465	O95433	Human papillomavirus	Papillomaviridae
physical association	P17388	Q12805	Human papillomavirus	Papillomaviridae
physical association	P03129	P52272	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	O95477	Human papillomavirus	Papillomaviridae
physical association	P06428	Q8TB72	Human papillomavirus	Papillomaviridae
physical association	P06463	Q96K49	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	P27824	Human papillomavirus	Papillomaviridae
physical association	P06929	P14923	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	Q02978	Human papillomavirus	Papillomaviridae
physical association	P06463	Q96N67	Human papillomavirus	Papillomaviridae
physical association	D7GMA9	O43765	Human papillomavirus	Papillomaviridae
physical association	P06429	P03973	Human papillomavirus	Papillomaviridae
physical association	P06428	P20645	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	Q969X5	Human papillomavirus	Papillomaviridae
physical association	P06428	Q9H082	Human papillomavirus	Papillomaviridae
physical association	P06429	Q9BRH9	Human papillomavirus	Papillomaviridae
physical association	P03129	Q9P2Y4	Human papillomavirus	Papillomaviridae
physical association	P17388	Q9H2U1	Human papillomavirus	Papillomaviridae
physical association	P06427	Q96GC5	Human papillomavirus	Papillomaviridae
physical association	P36801	Q53LP3	Human papillomavirus	Papillomaviridae
physical association	P06930	Q15223	Human papillomavirus	Papillomaviridae
physical association	P06932	Q9NXA8	Human papillomavirus	Papillomaviridae
physical association	P06428	P10599	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	P48060	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	P55036	Human papillomavirus	Papillomaviridae
physical association	P17387	Q9NSE4	Human papillomavirus	Papillomaviridae
physical association	P17389	Q63ZY3	Human papillomavirus	Papillomaviridae
physical association	P03129	P35637	Human papillomavirus	Papillomaviridae
physical association	P17389	O75150	Human papillomavirus	Papillomaviridae
physical association	P17388	Q9Y295	Human papillomavirus	Papillomaviridae
physical association	P36799	P42772	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	Q9Y678	Human papillomavirus	Papillomaviridae
physical association	P17387	Q14CB8	Human papillomavirus	Papillomaviridae
physical association	P17387	Q5H9I0	Human papillomavirus	Papillomaviridae
physical association	P06788	Q86XP3	Human papillomavirus	Papillomaviridae
physical association	P17388	P48643	Human papillomavirus	Papillomaviridae
physical association	P17385	Q9Y5K5	Human papillomavirus	Papillomaviridae
physical association	P17389	O94826	Human papillomavirus	Papillomaviridae
physical association	P03129	Q8NDX5	Human papillomavirus	Papillomaviridae
physical association	P06428	Q7L5N7	Human papillomavirus	Papillomaviridae
physical association	P17385	P00395	Human papillomavirus	Papillomaviridae
physical association	P03129	Q13616	Human papillomavirus	Papillomaviridae
physical association	P17388	Q8IY81	Human papillomavirus	Papillomaviridae
physical association	P03129	Q01970	Human papillomavirus	Papillomaviridae
physical association	P06428	Q15125	Human papillomavirus	Papillomaviridae
physical association	P06428	P46778	Human papillomavirus	Papillomaviridae
physical association	P36801	P00966	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	P17813	Human papillomavirus	Papillomaviridae
physical association	B9UPF3	P78357	Human papillomavirus	Papillomaviridae
physical association	P24835	Q6P1K1	Human papillomavirus	Papillomaviridae
physical association	P17385	Q16718	Human papillomavirus	Papillomaviridae
physical association	P06429	Q9UJZ1	Human papillomavirus	Papillomaviridae
